Date,Headline,Content,Close
2023-05-24,"At Rs 10,000 crore, Anil Ambani's Reliance Capital recovery may be only 43%","The recovery, totalling about ₹10,090 crore on factoring in the target company's cash balances and the Hinduja offer, falls short of the ₹12,500-13,000 crore estimated liquidation value. Lenders to Anil Ambani-promoted Reliance Capital are likely to recover just about ₹10,000 crore after the winning bidder, Hinduja Group, declined to significantly improve its offer in the last round of bilateral negotiations that ended on Monday evening, people aware of the development told ET. The recovery, totalling about ₹10,090 crore on factoring in the target company's cash balances and the Hinduja offer, falls short of the ₹12,500- 13,000 crore estimated liquidation value.",2440.25
2023-05-25,"Flipkart, Amazon, Reliance to corner Indian ecommerce: Bernstein","The country’s ecommerce market is expected to hit $133 billion in size by 2025 against $72 billion in 2022, brokerage firm Bernstein said in a report. The Indian ecommerce market is expected to become a three-player market like the US and China, with Flipkart, Amazon and Reliance Industries cornering around 90% of the share, up from 70% now, brokerage firm Bernstein said in a report. The country’s ecommerce market is expected to hit $133 billion in size by 2025 against $72 billion in 2022, it said.",2439.949951171875
2023-05-26,Reliance Retail inks partnership with General Mills for western snacks,"A Reliance Consumer spokesperson said in a statement: “We intend to actively participate in the growing western snacks market with greater focus on taste profile and overall experience.” Sheshadri Savalgi, finance director at General Mills India said in the statement: “What started in 1964 as the first corn chip, has expanded across the globe.” Reliance Consumer Products Limited (RCPL), the FMCG arm and wholly-owned subsidiary of Reliance Retail Ventures, has inked a partnership with General Mills to foray in the western snacks category, it announced on Friday. Through the partnership, Reliance will launch global corn chips brand Alan’s Bugles in India owned by General Mills. Reliance Consumer’s foray into western snacks will set up competition with brands like PepsiCo's Lays, ITC's Bingo, Balaji Wafers, and a very large unorganised snacks market. A Reliance Consumer spokesperson said in a statement: “We intend to actively participate in the growing western snacks market with greater focus on taste profile and overall experience.” TTAPAP T TO WO WAATCH TCH Sheshadri Savalgi, finance director at General Mills India said in the statement: “What started in 1964 as the first corn chip, has expanded across the globe.” Recent launches in Reliance’s FMCG portfolio include Campa, Sosyo and Raskik drinks, daily essentials under Independence, confectionery brand Toffeeman, Maliban biscuits and home and personal care brand Glimmer and Dozo. The company is pushing prices at entry-level packs to compete with established brands in these categories.",2506.5
2023-05-29,"Buy Reliance Industries, target price Rs 2620: Motilal Oswal Financial Services","Motilal Oswal Financial Services has buy call on Reliance Industries with a target price of Rs 2620. The current market price of Reliance Industries is Rs 2520.8. Motilal Oswal Financial Services recommended to keep stop loss at Rs 2450. Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1695921.46 Crore) operating in Diversified sector. Reliance Industries key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022. Financials For the quarter ended 31-03-2023, the company has reported a Consolidated Total Income of Rs 219294.00 Crore, down -1.99 % from last quarter Total Income of Rs 223739.00 Crore and up 2.31 % from last year same quarter Total Income of Rs 214344.00 Crore. Company has reported net profit after tax of Rs 21296.00 Crore in latest quarter. The company’s top management includes Mr.Mukesh D Ambani, Mr.K V Chowdary, Mrs.Arundhati Bhattacharya, Dr.Shumeet Banerji, Mr.Raminder Singh Gujral, Mr.Adil Zainulbhai, Mrs.Nita M Ambani, Mr.Hital R Meswani, Mr.Nikhil R Meswani, Mr.Pawan Kumar Kapil, Mr.P M S Prasad, Mr.Yasir Othman H Al Rumayyan. Company has D T S & Associates LLP as its auditors. As on 31-03-2023, the company has a total of 677 Crore shares outstanding.",2520.60009765625
2023-05-30,"After Reliance-bp, Nayara Energy sells petrol, diesel at Re 1 less than PSUs","After Reliance Industries Ltd and its partner bp plc of the UK, Nayara Energy - the nation's largest private fuel retailer - has started selling petrol and diesel at Re 1 less than the fuel sold by state-owned retailers, officials said. While state-owned Indian Oil Corporation (IOC), Bharat Petroleum Corporation Ltd (BPCL) and Hindustan Petroleum Corporation Ltd (HPCL) continue to hold prices despite a drop in international rates, private fuel retailers have started passing on the benefit to consumers. ""To further stimulate domestic consumption and cater to local customers better, we have introduced a Re 1 discount in our retail outlets until the end of June 2023,"" a spokesperson for Nayara Energy said. ""We believe in being a strong partner to India's energy needs and will continue to serve the country's consumption demand."" Nayara Energy, which owns over 7 per cent of India's 86,925 petrol pumps, is selling petrol and diesel at Re 1 per litre less than that by IOC, BPCL and HPCL in 10 states such as Maharashtra and Rajasthan. TTAPAP T TO WO WAATCH TCH Earlier this month, Jio-bp, the retail fuel joint venture of Reliance and bp, started selling superior grade diesel at Re 1 per litre cheaper than normal or regular grade diesel sold by state-owned companies.",2519.949951171875
2023-05-31,,,2469.89990234375
2023-06-01,Youngest Reliance heiress to $88 bn fortune is here! Akash Ambani & Shloka Mehta's busy week before welcoming baby girl,"The Ambanis, Asia and India's richest family, welcomed the youngest heiress to the Reliance Industries Limited (RIL) fortune of almost $88 billion. Reliance Jio Chairman Akash Ambani - who took over as the head of the India's largest telecom company last year - welcomed his second child, a baby girl, with wife Shloka Mehta Ambani on Wednesday. The couple are yet to announce the name of the newest family member. Akash's brother Anant Ambani showed up at the hospital in Mumbai with his entrepreneur-fiancée Radhika Merchant to meet his neice and congratulate the proud parents",2463.25
2023-06-02,"Buy Reliance Industries, target price Rs 2498: ICICI Direct","ICICI Direct has buy call on Reliance Industries with a target price of Rs 2498. The current market price of Reliance Industries is Rs 2455.2. Time period given by analyst is Intra Day when Reliance Industries price can reach defined target. ICICI Direct recommended to keep stop loss at Rs 2447.8. Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1661279.06 Crore) operating in Diversified sector. Reliance Industries key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022. Financials For the quarter ended 31-03-2023, the company has reported a Consolidated Total Income of Rs 219294.00 Crore, down -1.99 % from last quarter Total Income of Rs 223739.00 Crore and up 2.31 % from last year same quarter Total Income of Rs 214344.00 Crore. Company has reported net profit after tax of Rs 21296.00 Crore in latest quarter. The company’s top management includes Mr.Mukesh D Ambani, Mr.K V Chowdary, Mrs.Arundhati Bhattacharya, Dr.Shumeet Banerji, Mr.Raminder Singh Gujral, Mr.Adil Zainulbhai, Mrs.Nita M Ambani, Mr.Hital R Meswani, Mr.Nikhil R Meswani, Mr.Pawan Kumar Kapil, Mr.P M S Prasad, Mr.Yasir Othman H Al Rumayyan. Company has D T S & Associates LLP as its auditors. As on 31-03-2023, the company has a total of 677 Crore shares outstanding.",2455.199951171875
2023-06-05,"Odisha train tragedy: Reliance Foundation, Gautam Adani pitch support to victim's families; K-pop band Blackswan pledge album 'That Karma' profits","The horrific train crash in Odisha has left the entire nation mourning. Three trains collided one after another in a horrific sequence, setting off a massive rescue and evacuation process. It is said to be the deadliest train accident in nearly three decades that has left nearly 300 dead and hundreds injured. The collision happened near the Bahanaga Baazar station in Balasore district, about 250 km south of Kolkata and 170 km north of Bhubaneswar, around 7 pm on Friday, prompting the Railway Ministry to order a probe.",2477.25
2023-06-06,"Buy Reliance Industries, target price Rs 2560: ICICI Securities","ICICI Securities has buy call on Reliance Industries with a target price of Rs 2560. The current market price of Reliance Industries is Rs 2483. ICICI Securities recommended to keep stoploss at Rs 2414. Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1676130.64 Crore) operating in Diversified sector. Reliance Industries key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022. Financials TTAPAP T TO WO WAATCH TCH For the quarter ended 31-03-2023, the company has reported a Consolidated Total Income of Rs 219294.00 Crore, down -1.99 % from last quarter Total Income of Rs 223739.00 Crore and up 2.31 % from last year same quarter Total Income of Rs 214344.00 Crore. Company has reported net profit after tax of Rs 21296.00 Crore in latest quarter. The company’s top management includes Mr.Mukesh D Ambani, Mr.K V Chowdary, Mrs.Arundhati Bhattach",2479.35009765625
2023-06-07,HSBC India executes first NDF transaction with Reliance Industries,"HSBC India said on Wednesday it executed its first non-deliverable forex derivative transaction with Reliance Industries, a day after the country's central bank allowed such transactions for resident Indians. The Reserve Bank of India had announced its plans to expand the market in April and on Tuesday laid out guidelines for non-deliverable forward (NDF) contracts that can be issued to non-retail participants for hedging and are settled in Indian rupees. The RBI's move will make onshore and offshore pricing more aligned and also provide better liquidity, price discovery, transparency and access to market participants, Anita Mishra, head of markets and securities services, HSBC India, said in a statement. Banks can issue these NDF contracts via International Financial Services Centre (IFSC) banking units, which are permitted by the RBI. The expansion of NDF access will help manage the Indian currency's volatility, analysts had said.",2498.14990234375
2023-06-08,Lenders likely to vote on the Hinduja entity plan for Reliance Capital by next week,"Indusind International Holdings Ltd (IIHL), a Hinduja Group company, submitted a detailed resolution plan early this week, which was tabled before the lenders on Wednesday. Torrent Investments, Piramal Capital and Oaktree Capital, the other bidders in the fray, did not submit detailed plans within the stipulated deadline, the people said. After a two-day marathon meeting, lenders of Reliance Capital Thursday decided to put a resolution plan given by the Hinduja group entity for vote, which offers a recovery of little over Rs 10,000 crore, said two people aware of the development. Indusind International Holdings Ltd (IIHL), a Hinduja Group company, submitted a detailed resolution plan early this week, which was tabled before the lenders on Wednesday. Torrent Investments, Piramal Capital and Oaktree Capital, the other bidders in the",2499.64990234375
2023-06-09,"Buy Reliance Industries, target price Rs 2900: JM Financial","JM Financial has a buy call on Reliance Industries with a target price of Rs 2900.0 as the key arguments against a re-rating are limited earnings-upgrade triggers for now and low visibility on event-based triggers in the near term. For the quarter ended 31-03-2023, the company has reported a Consolidated Total Income of Rs 219294 crore, with a net profit after tax of Rs 21296 crore. Promoters hold 50.41% stake in the company as of 31-Mar-2023, while FIIs owned 22.49% and DIIs 15.99%. JM Financial has buy call on Reliance Industries with a target price of Rs 2900. The current market price of Reliance Industries is Rs 2497 . Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1690204.12 crore) operating in Diversified sector. Reliance Industries key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022. Investment rationale Following the brokerage's March 2023 note, reiterated thier buy call on RIL as the share price then was very close to our worst-case value, the key debates with investors have been on potential triggers that could actually drive a decisive rerating in the stock. The key arguments against a re-rating were that there are limited earnings-upgrade triggers for now, low visibility on event-based triggers in the near term (viz., listing of Digital and Retail businesses or strategic stake sale in Clean Energy or O2C businesses), and concerns over high capex and resultant rising net debt.",2481.949951171875
2023-06-12,Reliance Nippon Life declares Rs 344 crore bonus to policyholders,"Reliance Nippon Life has assets under management of Rs 30,609 crore and a total sum assured of Rs 85,950 crore as of March 2023. Reliance Nippon Life Insurance Company on Monday announced an annual bonus of Rs 344 crore to its participating policyholders for FY23. The company reported Rs 108 crore in net income for the year, which is a 65 per cent growth over FY22. This bonus issuance will help over 5.69 lakh participating policyholders, Ashish Vohra, the chief executive said, adding the insurer has been giving out bonuses for the past 22 years. Reliance Nippon Life has assets under management of Rs 30,609 crore and a total sum assured of Rs 85,950 crore as of March 2023.",2484.14990234375
2023-06-13,"Indian billionaire Mukesh Ambani's Reliance Industries Ltd (RIL) was ranked 45th on Forbes' Global 2000 list on Tuesday. In all, 55 Indian firms figured on the list. Three firms of the conglomerate helmed by Gautam Adani, whose group faced a scathing attack from a US short seller earlier this year that lead to him losing the world's third richest tag, figured in the list. Reliance Industries Ltd (RIL) on Tuesday climbed eight spots to the 45th rank, the highest for an Indian company, on Forbes' latest Global 2000 list of public companies worldwide. The Global 2000 ranks the largest companies in the world using four metrics: sales, profits, assets, and market value, Forbes said while releasing the 2023 ranking of the world's top 2,000 companies. EmpowerYour Corporate Journey with Strategic Skill Courses Offering College Course Website Indian School of Business ISB Leadership in AI Visit Indian School of Business ISB Chief Technology Officer Visit Indian School of Business ISB Chief Digital Officer Visit JPMorgan, America's biggest bank with USD 3.7 trillion in assets, is at the top of the list for the first time since 2011 and has emerged stronger from this spring's regional banking crisis, with more deposits and opportunistic acquisition of the failed First Republic Bank, reported PTI, citing the list.",,2520.85009765625
2023-06-14,,,2551.85009765625
2023-06-15,"Buy Reliance Industries, target price Rs 2579: ICICI Direct","ICICI Direct has buy call on Reliance Industries with a target price of Rs 2579. The current market price of Reliance Industries is Rs 2559. ICICI Direct recommended to keep stop loss at Rs 2529. Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1717133.17 Crore) operating in Diversified sector. Reliance Industries key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022. Financials For the quarter ended 31-03-2023, the company has reported a Consolidated Total Income of Rs 219294.00 Crore, down -1.99 % from last quarter Total Income of Rs 223739.00 Crore and up 2.31 % from last year same quarter Total Income of Rs 214344.00 Crore. Company has reported net profit after tax of Rs 21296.00 Crore in latest quarter",2552.550048828125
2023-06-16,,,2577.39990234375
2023-06-19,Reliance Power shares rally 15% in a week. Gaurav Bissa explains what traders should do,"Smallcap stock Reliance Power ended last week with a 15.5% rally that saw the counter closing at Rs 16.13 on BSE last Friday. Gaurav Bissa, VP, InCred Equities, said the stock has been trading in a range for the last 2 years with resistance and support placed at Rs 23 and Rs 9 levels, respectively “The stock is expected to trade in the range for the next few months, hence it is advisable to book profits if it was bought earlier, whereas fresh entry in absence of any positive trigger should be avoided at current levels,” he says. Edited excerpts from a chat. We saw Nifty and Nifty Bank throwing up contrasting pictures last week. Technically, how do you read this and what are the charts looking like for both indices this week? Nifty has been trading in an uptrend with formations of higher highs and higher lows. The index has also managed to sustain above its 21DEMA since April 2023. Nifty is trading in an ascending channel pattern and bouncing strongly whenever it approaches the channel support. Bank Nifty, on the other hand, has been in a battle between bulls and bears near 44150 levels which was the previous life high levels. The index is currently trading below its 21DEMA which is the reason behind its underperformance as compared to Nifty. While Nifty is expected to test 18900-18950 levels in the coming days, Bank Nifty is expected to gain momentum only after a close above 44300 levels",2551.800048828125
2023-06-20,"Buy Reliance Industries, target price Rs 2645: ICICI Securities","ICICI Securities has buy call on Reliance Industries with a target price of Rs 2645. The current market price of Reliance Industries is Rs 2543.55. ICICI Securities recommended to keep stop loss at Rs 2490. Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1720144.08 Crore) operating in Diversified sector. Reliance Industries key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022. Financials For the quarter ended 31-03-2023, the company has reported a Consolidated Total Income of Rs 219294.00 Crore, down -1.99 % from last quarter Total Income of Rs 223739.00 Crore and up 2.31 % from last year same quarter Total Income of Rs 214344.00 Crore. Company has reported net profit after tax of Rs 21296.00 Crore in latest quarter. The company’s top management includes Mr.Mukesh D Ambani, Mr.K V Chowdary, Mrs.Arundhati Bhattacharya, Dr.Shumeet Banerji, Mr.Raminder Singh Gujral, Mr.Adil Zainulbhai, Mrs.Nita M Ambani, Mr.Hital R Meswani, Mr.Nikhil R Meswani, Mr.Pawan Kumar Kapil, Mr.P M S Prasad, Mr.Yasir Othman H Al Rumayyan. Company has D T S & Associates LLP as its auditors. As on 31-03-2023, the company has a total of 677 Crore shares outstand",2557.10009765625
2023-06-21,"Buy Reliance Industries, target price Rs 2582: ICICI Direct","ICICI Direct has buy call on Reliance Industries with a target price of Rs 2582.The current market price of Reliance Industries is Rs 2563.35. Time period given by analyst is Intra Day when Reliance Industries price can reach defined target. ICICI Direct recommended to keep stop loss at Rs 2541.8. Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1735976.74 Crore) operating in Diversified sector. Reliance Industries key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022. Financials For the quarter ended 31-03-2023, the company has reported a Consolidated Total Income of Rs 219294.00 Crore, down -1.99 % from last quarter Total Income of Rs 223739.00 Crore and up 2.31 % from last year same quarter Total Income of Rs 214344.00 Crore. Company has reported net profit after tax of Rs 21296.00 Crore in latest quarter. The company’s top management includes Mr.Mukesh D Ambani, Mr.K V Chowdary, Mrs.Arundhati Bhattacharya, Dr.Shumeet Banerji, Mr.Raminder Singh Gujral, Mr.Adil Zainulbhai, Mrs.Nita M Ambani, Mr.Hital R Meswani, Mr.Nikhil R Meswani, Mr.Pawan Kumar Kapil, Mr.P M S Prasad, Mr.Yasir Othman H Al Rumayyan. Company has D T S & Associates LLP as its auditors. As on 31-03-2023, the company has a total of 677 Crore shares outstanding.",2564.300048828125
2023-06-22,"Buy Reliance Industries, target price Rs 2590: ICICI Direct","ICICI Direct has buy call on Reliance Industries with a target price of Rs 2590. The current market price of Reliance Industries is Rs 2567.8. Time period given by analyst is Intra Day when Reliance Industries price can reach defined target. ICICI Direct recommended to keep stop loss at Rs 2548.8. Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1740273.21 Crore) operating in Diversified sector. Reliance Industries key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022. Financials For the quarter ended 31-03-2023, the company has reported a Consolidated Total Income of Rs 219294.00 Crore, down -1.99 % from last quarter Total Income of Rs 223739.00 Crore and up 2.31 % from last year same quarter Total Income of Rs 214344.00 Crore. Company has reported net profit after tax of Rs 21296.00 Crore in latest quarter. The company’s top management includes Mr.Mukesh D Ambani, Mr.K V Chowdary, Mrs.Arundhati Bhattacharya, Dr.Shumeet Banerji, Mr.Raminder Singh Gujral, Mr.Adil Zainulbhai, Mrs.Nita M Ambani, Mr.Hital R Meswani, Mr.Nikhil R Meswani, Mr.Pawan Kumar Kapil, Mr.P M S Prasad, Mr.Yasir Othman H Al Rumayyan. Company has D T S & Associates LLP as its auditors. As on 31-03-2023, the company has a total of 677 Crore shares outstanding.",2535.5
2023-06-23,"Buy Reliance Industries, target price Rs 2800: Motilal Oswal Financial Services","Motilal Oswal Financial Services has buy call on Reliance Industries with a target price of Rs 2800. The current market price of Reliance Industries is Rs 2523.5. Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1708675.55 Crore) operating in Diversified sector. Reliance Industries key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022.",2514.75
2023-06-26,,,2495.550048828125
2023-06-27,,,2496.449951171875
2023-06-28,"Top Contributors: Reliance, HDFC Bank among top 5 stocks to drive BSE Sensex to new all-time high","The Indian stock market witnessed a remarkable surge on Wednesday, June 28, with the BSE Sensex hitting a fresh lifetime high of 63,948.84. This surge was led by index heavy weights like Reliance Industries (RIL), HDFC Bank, Infosys, Larsen & Toubro (L&T) and HDFC which led to the advancement in the 30-stock index. The data is sourced from the BSE at 12:10 pm when the Sensex was trading at 63,937.47, up by 521.44 points or 0.82%. 1) Reliance Industries LTP: Rs 2,530.95 | Contribution: +106.53 TTAPAP T TO WO WAATCH TCH Reliance Industries, headed by India's richest person, Mukesh Ambani, is a diversified conglomerate with business interests in energy, petrochemicals, telecommunications, and retail. 2) HDFC Bank LTP: Rs 1,675.15 | Contribution: +66.50 HDFC Bank is one of India's leading private sector banks and has a strong presence in retail and corporate banking",2496.449951171875
2023-06-30,"Buy Reliance Industries, target price Rs 2566: ICICI Direct","ICICI Direct has buy call on Reliance Industries with a target price of Rs 2566.. The current market price of Reliance Industries is Rs 2541.4. Time period given by analyst is Intra Day when Reliance Industries price can reach defined target. ICICI Direct recommended to keep stoploss at Rs 2523. Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1711483.48 Crore) operating in Diversified sector. Reliance Industries key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022. Financials For the quarter ended 31-03-2023, the company has reported a Consolidated Total Income of Rs 215863.00 Crore, down -2.02 % from last quarter Total Income of Rs 220311.00 Crore and up 2.87 % from last year same quarter Total Income of Rs 209832.00 Crore. Company has reported net profit after tax of Rs 21296.00 Crore in latest quarter. The company’s top management includes Mr.Mukesh D Ambani, Mr.K V Chowdary, Mrs.Arundhati Bhattacharya, Dr.Shumeet Banerji, Mr.Raminder Singh Gujral, Mr.Adil Zainulbhai, Mrs.Nita M Ambani, Mr.Hital R Meswani, Mr.Nikhil R Meswani, Mr.Pawan Kumar Kapil, Mr.P M S Prasad, Mr.Yasir Othman H Al Rumayyan. Company has D T S & Associates LLP as its auditors. As on 31-03-2023, the company has a total of 677 Crore shares outstanding.",2550.25
2023-07-03,Reliance Jio launches internetenabled JioBharat phone at Rs 999,"Indian billionaire Mukesh Ambani-ledReliance Jio on
Monday announced the launch of a 4G feature phone
priced at 999 ($12.19), their latest attempt to grab
market share in India's massive and under-penetrated
hinterlands.
",2615.699951171875
2023-07-04,Reliance Jio's new low-cost phone unlikely to disrupt Indian telecom market,"Reliance Jio's plan to launch a 4G
phone at a market-low price of Rs 999
($12) to capture the broadly untapped
entry-level 2G market in India will
disrupt the bottom of the consumer
pyramid, but not spark a price war
reminiscent of its first such move in
2016, analysts said on Tuesday.",2588.75
2023-07-05,"Buy Reliance Industries, target price Rs 2619: ICICI Direct","ICICI Direct has buy call on Reliance Industries
with a target price of Rs 2619. The current market
price of Reliance Industries is Rs 2589.9. Time
period given by analyst is Intra Day when Reliance
Industries price can reach defined target. ICICI
Direct recommended to keep stop loss at Rs 2574.
Reliance Industries, incorporated in the year 1973,
is a Large Cap company (having a market cap of Rs 1753906.89 Crore) operating
in Diversified sector.",2584.5
2023-07-06,NCLT approves demerger of financial services unit of Reliance,"Reliance Industries Ltd on Thursday said the
National Company Law Tribunal has given its
nod to the demerger of the company's financial
services undertaking and its listing. Reliance had
previously announced plans to demerge its
financial services undertaking into Reliance
Strategic Investments Limited (RSIL) and
rename and list it as Jio Financial Services Limited (JFSL)",2638.75
2023-07-07,"Reliance Retail opts for reduction of share capital, payout at Rs 1,362/ share","Billionaire Mukesh Ambani-led Reliance
Industries (RIL) on Friday announced that its board
has approved a proposal to reduce the equity share
capital of its subsidiary Reliance Retail to the extent
held by shareholders other than its promoter and
holding company.",2633.60009765625
2023-07-10,"Reliance-backed Dunzo may cut more jobs; defers
50% of June salary amid cash crunch","Reliance Retail-backed quick-commerce startup Dunzo may be working on
another round of layoffs, after its big job cull three months ago, people in the
know said.It has also deferred half the June salary for employees at the manager level
and above due to a “cash-flow issue”, people aware of the matter said.",2735.050048828125
2023-07-11,Reliance Industries shares close to all-time high.,"Shares of India's largest company by market
capitalisation, Reliance Industries, on Tuesday,
continued to rally for the second straight day today
taking it within kissing distance of its all-time high
level of Rs 2,856.15 touched on April 29, 2022.
During the day, RIL shares touched a new 52-week
high of Rs 2,764.50 after ending Monday's session
with a jump of 3.78%.",2764.699951171875
2023-07-12,"Reliance Retail, Jindal (India)
make offers to acquire bankrupt
Future Enterprises","Mukesh Ambani-owned Reliance Retail Ventures, Naveen Jindal promoted Jindal (India) and GBTL submitted expressions of interest for acquiring Future Enterprises (FEL) under the corporate insolvency process, disclosures made by the debt-laden company to the stock exchange showed.",2767.75
2023-07-13,,,2743.0
2023-07-14,,,2740.699951171875
2023-07-17,"Reliance set to buy Alia Bhatt's Ed-a-Mamma for
Rs 300-350 crore","Reliance Brands Ltd is in talks to fully
acquire actress Alia Bhatt's children
wear brand Ed-a-Mamma for ₹300-350
crore, two industry executives said.
Reliance Brands is a subsidiary of
Reliance Retail Ventures, the
conglomerate's retail business holding
company.Ed-a-Mamma is an over ₹150-crore brand, according to media reports, and is
primarily sold online. It is expected to strengthen the Reliance children's wear
portfolio. The country's largest retailer currently operates mainly through
value fashion chain Trends as well as Mothercare, for which it has the India
rights.",2796.699951171875
2023-07-18,Reliance spin-off Jio Financial Services worth Rs 160-190/share: Analysts,"The financial services business of India's Reliance
Industries will be valued at 160-190 rupees per share,
according to estimates by five analysts, with the impending demerger boosting the stock price of the
country's most valuable company.
Reliance Strategic Investments Ltd - to be renamed
Jio Financial Services (JFS) Ltd - will be demerged on
July 20, with Reliance shareholders getting one JFS
share in addition to each Reliance share they hold.
Axis Securities, on Monday, recommended buying
Reliance as ""a more economical way"" to buy JFS, which
it pegs at 160 rupees ($1.95) per share.",2820.449951171875
2023-07-19,Reliance Capital to infuse Rs 200 cr into insurance arm,"Reliance General Insurance will soon receive an equity
infusion of Rs 200 crore from its parent Reliance
Capital which is undergoing bankruptcy proceedings,
said people aware of the development.
The committee of creditors of Reliance Capital approved last week a proposal to infuse capital – a move
that would help the private insurer to retain its market
share in the non-life industry. Reliance General
Insurance is the most valuable asset through which
lenders hope to recover a substantial part of their
dues, and any dip in its valuation would correspondingly lower the company's valuation, said one of the
lenders.",2841.85009765625
2023-07-20,"Reliance starts special trading
session to set Jio Financial price","Shares of Reliance Industries started trading on
Thursday in a special session aimed at determining
the share value of Jio Financial Services, its demerged
financial services unit.
Reliance's stock had closed at 2,841.85 rupees on
Wednesday.
India's two main stock exchanges are holding a ""preopen call auction"" session for Reliance between 9:00
a.m. to 10.00 a.m.
A share price for Reliance Strategic Investments,
which will be renamed Jio Financial Services (JFS), will
be determined by calculating the difference between
Reliance's last close and the stock's settling price at
the end of the special session.
Analysts have estimated JFS will be valued at between
160 rupees and 190 rupees per share.
Reliance's shares will trade at the new price after the
special session on Thursday.",2619.85009765625
2023-07-21,"Reliance Jio Q1 Results: Profit rises 12% YoY to Rs
4,863 crore, ARPU at Rs 180.5","Reliance Jio reported a 12% year-onyear (YoY) rise in standalone net profit for the
quarter ended June 2023 to Rs 4,863 crore while its
revenue from operations increased nearly 10% to
Rs 24,042 crore.
The reported standalone net profit was higher
than the ET Now poll of Rs 4,797 crore.
Sequentially, the bottomline and topline were up 3% each.
Jio's ARPU or average revenue per user increased 2.8% YoY to Rs 180.5 driven
by better subscriber mix and ramp-up of wireless business. The telecom
operator added 9.2 million subscribers in the quarter, taking its total
subscriber base to 448.5 million. The monthly churn also reduced to 1.8%
during the quarter",2538.75
2023-07-24,"Reliance Jio unlikely to hike tariffs before FY25, ARPU may remain range-bound","As billionaire Mukesh Ambani continues to focus on
market share gains in the telecom space, any tariff
hike by Reliance Jio is unlikely in FY24, analysts say.
During the June quarter, Jio's average revenue per
user or APRU grew 2.8% year-on-year (YoY) at Rs
180.5 due to increased data consumption,
improvement in subscriber mix, and rising share of
revenues from the home broadband business.
""Hefty network capacity additions with the recent
JioBharat launch suggest a higher focus on subscriber
gains and do not bode well for tariff hikes. Hence, we
change our tariff hike assumptions of 15% hike
towards end-CY23 to 20% hike in 2QFY25, which
leads to a 3-5% cut to our FY24-26 Arpu
assumptions,"" Jefferies analysts, including Akshat
Agarwal said.",2487.39990234375
2023-07-25,"Reliance Industries partners Brookfield, Digital
Realty to develop data centers in India","Reliance Industries Limited (RIL) has entered into an
agreement to invest alongside Brookfield Infrastructure and Digital Realty in
their Indian special purpose vehicles (SPVs) for developing data centers in
India.As per a statement by the oils-to-telecoms conglomerate on Monday, RIL will
hold a 33.33% stake in each of the Indian SPVs and become an equal partner.
The statement added that Digital Realty Trust is the largest provider of cloud
and carrier-neutral data center, colocation and interconnection solutions
globally with over 300 data centers across 27 countries.",2485.800048828125
